word,ham,spam
erupt,1,0
esaplanade,1,0
escalator,1,0
escape,4,0
ese,2,0
eshxxxxxxxxxxx,1,0
espe,1,0
especially,6,0
esplanade,3,0
essay,1,0
essential,4,0
establish,1,0
eta,1,0
etc,5,7
etc.,1,0
ethnicity,1,0
ettans,1,0
europe,1,0
evaluation,1,0
evaporated,1,0
eve,12,1
eveB-,2,0
even,42,6
evening,23,1
evenings,1,0
event,2,0
events,1,0
eventually,1,0
ever,28,1
every,32,32
everybody,4,0
everyboy,1,0
everyday,1,0
everyone,16,1
everyones,1,0
everyso,1,0
everything,28,0
everywhere,2,0
evey,1,0
eviction,1,0
evil,1,0
evn,2,0
evng,6,0
evo,1,0
evry1,1,0
evrydy,2,0
ex,10,0
ex-wife,1,0
exact,3,0
exactly,5,0
exam,10,0
exams,4,0
excellent,3,0
except,6,0
exchanged,1,0
excited,1,0
exciting,2,4
excuse,7,0
excused,1,0
excuses,2,0
exe,3,0
executive,1,0
exercise,1,0
exeter,1,0
exhaust,2,0
exhausted,3,0
exhibition,1,0
exist,1,0
exmpel,2,0
expect,4,0
expecting,4,0
expects,1,0
expensive,6,0
experience,7,0
experiencehttp,0,1
experiment,1,0
expert,1,0
expired,1,1
expiry,0,1
explain,2,0
explicit,0,2
explicitly,1,0
exposed,1,0
exposes,1,0
express,1,0
expression,1,0
ext,1,0
exterminator,1,0
extra,5,6
extract,1,0
ey,1,0
eye,1,2
eyes,7,0
e£nd,0,1
f,3,0
fab,2,0
faber,1,0
face,29,0
facebook,6,0
facilities,1,0
fact,9,1
factory,1,0
facts,1,0
faded,1,0
faggy,2,0
faglord,1,0
failed,2,1
failing,1,0
failure,1,0
fainting,1,0
fair,2,0
faith,1,0
fake,2,0
fakeye,1,0
fal,1,0
falconerf,1,0
fall,5,1
fallen,1,0
falling,2,0
falls,3,0
fals,1,0
famamus,1,0
familiar,1,0
family,22,0
famous,1,0
fan,2,0
fancied,1,0
fancies,0,3
fancy,3,4
fans,0,1
fantasies,0,1
fantastic,3,3
fantasy,0,1
far,14,0
farm,2,0
farting,1,0
fassyole,1,0
fast,14,1
fast.pls,1,0
faster,3,1
fastest,0,2
fat,6,0
fated,1,0
father,12,0
fathima,3,0
fats,1,0
fatty,1,0
fault,8,0
fav,1,0
fave,3,0
favor,3,0
favorite,2,0
favour,4,0
favourite,3,0
fb,6,0
fear,1,0
feathery,1,0
features,0,1
feb,3,0
feb-april,1,0
february,4,0
fed,1,0
fedex,1,0
feed,1,0
feel,58,0
feelin,2,0
feeling,18,2
feeling.wavering,1,0
feels,10,0
fees,3,0
feet,4,0
fell,3,0
fellow,1,0
felt,13,0
female,2,1
feng,1,0
festival,1,0
fetch,6,0
fetching,1,0
fever,4,0
few,44,0
fgkslpo,0,1
fgkslpoPW,0,1
fidalfication,1,0
field,2,0
fiend/make,1,0
fifteen,3,0
fifth,1,0
fight,6,0
fighting,2,0
fightng,3,0
fights,1,0
figure,10,0
figures,2,0
figuring,1,0
file,4,0
files,4,0
fill,4,0
filled,2,0
filling,1,0
fills,3,0
film,8,2
films,1,2
filthy,0,1
filthyguys,0,1
final,2,11
finalise,1,0
finally,11,1
finance,2,0
financial,1,0
find,48,18
finding,1,0
finds,1,0
fine,44,0
fine.,1,0
fine.Inshah,1,0
fingers,6,0
finish,37,0
finishd,1,0
finished,18,0
finishes,3,0
finishing,3,0
fink,0,1
finn,1,0
fire,2,0
fired,1,0
firefox,1,0
fireplace,1,0
fires.Are,1,0
firmware,1,0
firsg,1,0
first,48,5
first=true18:0430-JUL-05,0,1
first=true¡C,0,1
fish,3,0
fishhead,1,0
fishrman,1,0
fit,1,1
fiting,1,0
five,3,3
fix,5,0
fixd,1,0
fixed,6,2
fixedline,0,2
fixes,1,0
flag,0,4
flaked,3,0
flaky,2,0
flame,2,0
flash,3,0
flat,5,0
flatter,1,0
flavour,1,0
flea,1,0
fletcher,1,0
flew,1,0
flies,2,0
flight,2,0
flights,0,6
flim,1,0
flip,2,0
flippin,1,0
flirt,3,3
flirting,1,1
floating,1,0
flood,1,0
floor,3,0
floppy,0,1
florida,1,0
flow,1,0
flower,3,0
flowers,0,1
flowing,2,0
fluids,1,0
flurries,1,0
flute,1,0
fly,2,0
flying,1,0
flyng,0,1
fml,1,0
fne,1,0
fo,2,0
fold,1,0
folks,0,1
follow,0,2
followed,1,3
followin,1,0
following,2,5
follows,0,1
fond,1,0
fondly,1,0
fone,4,5
fones,0,1
food,22,0
fool,4,0
fooled,1,0
foot,2,0
football,2,0
footbl,1,0
footie,1,0
footprints,3,0
footy,0,1
for,486,170
force,2,0
forced,1,0
foregate,1,0
foreign,3,0
forever,8,0
forevr,2,0
forfeit,1,0
forget,16,2
forgets,1,0
forgive,1,0
forgiven,2,0
forgiveness,1,0
forgot,27,0
forgotten,2,0
forgt,1,0
form,2,0
formal,1,0
formally.Pls,1,0
format,1,1
formatting,1,0
forms,1,0
forms.don,1,0
forth,1,0
fortune,1,0
forum,2,0
forums,2,0
forward,7,0
forwarded,5,0
forwarding,1,0
for£38,0,1
found,12,1
four,2,1
fourth,1,0
foward,1,0
fowler,1,0
fox,1,0
fps,1,0
fr,12,0
fraction,0,1
frank,1,0
frauds,2,0
freak,4,0
freaked,1,0
freaking,1,0
freaky,1,0
free,54,62
free-send,0,2
freedom,2,0
freefone,0,2
freek,1,0
freely,1,0
freezing,3,0
fren,5,0
french,1,0
frens,8,0
frequently,1,0
fret,2,0
fri,12,0
fri.,1,0
friday,11,0
friday.hope,1,0
fridays,1,0
fridge,1,0
fried,1,0
friend,35,11
friend-of-a-friend,1,0
friends,39,5
friendsare,1,0
friendship,11,0
friendships,1,0
fring,1,0
fringe,2,0
frm,14,0
frnd,8,0
frndZ,1,0
frnds,12,0
frndship,2,0
frndshp,1,0
frndsship,1,0
frnt,1,0
fro,1,0
frog,0,1
from,143,116
fromm,0,4
front,2,0
frontierville,1,0
frosty,1,0
fruit,1,0
frwd,1,0
frying,3,0
ft.,1,0
fuck,17,0
fucked,1,0
fuckin,1,0
fucking,13,0
fucks,1,0
fuelled,1,0
fujitsu,2,0
ful,2,0
fulfil,1,0
full,20,0
fullonsms.com,6,0
fumbling,1,0
fun,21,9
function,1,0
functions,1,0
fund,0,1
fundamentals,1,0
funeral,2,0
funk,0,2
funky,1,1
funny,5,0
funs,1,0
furniture,2,0
further,1,3
fusion,1,0
future,3,3
fyi,4,0
g,14,0
g.,0,2
g696ga,0,2
gET,1,0
gOoD,1,0
ga,1,0
gain,1,0
gained,1,0
gal,9,0
gal-can,1,0
gal-no,1,0
galileo,2,0
gals,5,0
game,12,6
games,1,11
gandhipuram,1,0
ganesh,1,0
gang,2,0
gap,6,0
gaps,4,0
garage,3,0
garbage,1,0
garden,0,2
gari,1,0
garments,1,0
gas,12,0
gastroenteritis,2,0
gate,1,0
gauge,1,0
gautham,3,0
gauti,1,0
gave,10,0
gay,2,4
gayle,1,0
gays,1,0
gaytextbuddy.com,0,2
gbp/sms,0,1
gd,14,0
gdeve,1,0
ge,5,0
gee,1,0
gei,1,0
gek1510,1,0
general,1,0
generally,3,0
genes,1,0
genius,1,0
gentle,5,0
gentleman,3,0
gently,1,0
genuine,0,3
genus,1,0
gep,1,0
ger,1,0
get,290,45
get4an18th,1,0
getiing,1,0
geting,1,0
gets,11,0
getsleep,1,0
getstop,0,2
gettin,6,2
getting,44,4
getzed.co.uk,0,1
gf,2,0
ghodbandar,1,0
gibbs,1,0
gibe,1,0
gift,7,14
gifted,2,0
giggle,1,0
gigolo,0,1
gim,1,0
girl,28,2
girlfrnd,6,0
girlie,1,0
girls,9,4
gist,2,0
giv,2,0
give,86,6
given,2,0
gives,6,0
giving,7,1
glad,5,1
glands,1,0
glasgow,1,0
glass,1,0
glo,1,0
global,0,1
glorious,1,0
glory,1,0
gloucesterroad,1,0
gn,2,0
gnun,1,0
go,233,16
go.wait,1,0
go2,0,2
go2sri,1,0
goal,1,1
goals,0,1
goals/team,0,1
gobi,1,0
god,14,1
god.You,1,0
god.not,1,0
goes,26,0
goggles,1,0
goigng,1,0
goin,18,0
goin2bed,1,0
going,153,1
gold,1,1
golden,1,0
goldviking,0,1
gon,58,0
gona,3,0
gone,15,0
gong,1,0
gooD,1,0
good,148,4
good.environment,2,0
goodies,0,1
goodmate,1,0
goodnight,2,0
goodnite,2,0
goods,1,0
google,3,0
gorgeous,3,0
gossip,1,0
got,213,4
gota,1,0
gotany,1,0
goto,2,4
gotten,2,0
gotto,0,1
goverment,1,0
govt.instituitions,4,0
gprs,0,1
gpu,2,0
gr8,11,2
gr8prizes,0,1
grab,1,0
grace,2,0
graduated,1,0
gram,3,0
grams,1,0
grand,4,0
grandfather,1,0
grandma,1,0
grandmas,1,0
granted,1,0
graphics,0,1
grasp,1,0
grateful,1,0
grave,2,0
gravy,1,0
gray,1,0
gre,1,0
great,82,6
great.bye,1,0
greatest,2,0
greatly,1,0
greatness,1,0
greece,1,0
green,4,0
greet,3,0
greeting,1,0
greetings,2,0
grief,1,0
grinder,1,0
grins,12,0
grinule,1,0
grocers,1,0
grooved,1,0
groovy,1,0
groovying,1,0
ground,2,0
ground.amla,1,0
group,6,0
grow,1,0
growing,0,2
grown,1,0
grownup,1,0
grr,1,0
grumble,1,0
gt,318,0
gua,1,0
guarantee,0,1
guaranteed,0,26
gucci,1,0
gud,18,0
guess,25,1
guessed,1,0
guesses,1,0
guessing,2,0
guidance,1,0
guide,3,0
guides,1,0
guilty,3,0
guitar,1,0
guoyang,1,0
gut,1,0
guy,25,0
guys,30,6
gv,2,0
gving,2,0
gym,12,0
gymnastics,1,0
gynae,1,0
h,3,0
ha,7,0
habba,1,0
habit,1,0
had,78,3
haf,21,0
haha,4,0
hai,4,0
hail,1,0
hair,24,0
haircut,1,0
hairdressers,1,0
half,25,5
half-8th,1,0
half8th,1,0
hall,1,0
halla,1,0
ham,4,0
hamper,1,0
hamster,2,0
hand,15,0
handed,3,0
handing,1,0
handle,4,0
hands,4,0
handset,0,4
handsome,1,0
handsomes,1,0
hang,1,0
hanger,1,0
hangin,1,0
hanging,3,0
hanks,1,0
hannaford,1,0
happen,20,0
happend,4,0
happened,16,0
happenin,1,0
happening,7,0
happens,7,0
happier,1,0
happiest,1,0
happily,2,0
happiness,13,0
happy,48,1
hard,12,1
hardcore,1,0
harder,1,0
hardly,2,0
harlem,1,0
harri,1,0
has,88,31
hasnt,1,0
hassling,1,0
hat,1,0
hate,5,0
haul,1,0
haunt,1,0
hav,23,0
hav2hear,1,0
hava,0,1
have,369,129
haven,1,0
havent,17,0
havent,2,0
havin,1,1
having,40,0
hdd,1,0
he,167,0
head,17,0
headache,3,0
headin,1,0
heading,2,0
heads,2,0
headstart,1,0
head…,1,0
heal,1,0
healthy,1,0
heap,1,0
hear,26,3
heard,9,3
hearin,1,0
hearing,1,0
heart,35,2
heart-,1,0
hearted,1,0
hearts,1,0
heat,1,0
heater,2,0
heaven,1,0
heavily,1,0
heavy,7,0
hectic,1,0
hee,2,0
held,1,1
helen,1,0
helens,1,0
hell,5,0
hella,5,0
hello,5,0
hello-ed,1,0
help,35,8
help:08700469649,0,1
help:08712400602450p,0,2
helpful,1,0
helping,1,0
helps,1,0
heltini,1,0
hen,1,0
hence,2,0
hep,1,0
her,111,12
her.I,2,0
her.love,2,0
her.my,1,0
her.she,1,0
her.will,1,0
here,111,5
here.pls,1,0
here.thanks,1,0
heron,1,0
herself,0,2
hes,2,0
hesitant,1,0
hesitate,1,0
hesitation,1,0
hex,1,0
hey,5,0
hes,1,0
hi,34,1
hidden,1,0
hide,1,0
hides,1,0
hiding,1,0
high,4,1
highest,0,1
hilarious-also,1,0
hill,4,0
hills,1,0
hillsborough,1,0
him,106,1
himself,1,0
himso,1,0
hint,2,0
hip,4,0
hiphop,1,0
hire,1,0
his,51,1
his/her,1,0
history,2,0
hit,10,2
hitman,1,0
hits,1,0
hitter.anyway,1,0
hittng,1,0
hiya,1,0
hlday,1,0
hme,1,0
hmm,2,0
hmmm,2,0
ho,7,0
hockey,1,0
hogidhe,1,0
hol,1,0
hold,15,0
holder,0,1
holding,6,0
hole,1,0
holiday,13,11
holla,6,0
hollalater,1,0
hols,2,0
holy,1,0
home,156,1
home.check,1,0
home.left,1,0
home.love,1,0
home.wot,1,0
hon,2,0
honest,1,0
honesty,1,0
honey,4,0
honeymoon,1,0
hont,1,0
hoo,1,0
hooch,1,0
hook,5,0
hooked,1,0
hoops,1,0
hop,7,0
hope,54,2
hopeSo,1,0
hoped,2,0
hopeful,1,0
hopefully,3,0
hopeing,1,0
hopes,1,0
hoping,9,0
hor,2,0
horniest,0,1
horny,0,7
horrible,2,0
horse,1,0
hos,1,0
hospital,8,0
hospitals,1,0
hostel,5,0
hostile,1,0
hot,7,8
hotel,5,1
hotels,0,2
hotmail.com,1,0
hour,30,0
hourish,1,0
hours,16,5
house,33,1
houseful,1,0
housewives,0,2
housework,1,0
housing,1,0
how,140,3
howard,2,0
however,6,1
hows,5,0
hp,1,0
hppnss,2,0
hr,5,0
hrs,4,1
hsbc,1,0
html,0,1
http,0,18
http//tms,0,1
http//www.gr8prizes.com,0,1
huai,1,0
hubby,1,1
hudgi,1,0
hug,4,0
huge,2,0
hugging,1,0
hugh,1,0
huh,9,0
huiming,1,0
hum,1,0
humanities,1,0
humans,1,0
hun,2,0
hun-onbus,1,0
hundred,1,0
hundred.he,1,0
hundreds,1,0
hungover,1,0
hungry,12,1
hunks,0,1
hunny,2,0
hunt,1,0
hunting,1,0
hurricanes,1,0
hurried,2,0
hurry,2,1
hurt,20,0
hurting,2,0
hurts,6,0
husband,3,0
hussey,1,0
hustle,1,0
hut,1,0
hv,5,0
hvae,0,1
hw,8,0
hyde,1,0
hypertension,1,0
hypotheticalhuagauahahuagahyuhagga,1,0
i,947,7
i.e,1,0
i.ll,9,0
iPOD,0,1
iPod,0,8
iZ,1,0
iam,4,0
ibm,1,0
ibored,1,0
ibuprofens,1,0
ic,2,0
iccha,1,0
ice,7,0
icicibank.com,2,0
icky,1,0
icon,1,0
id,14,0
id.convey,1,0
id=1b6a5ecef91ff9,0,1
id=820554ad0a1705572711,0,1
idc,1,0
idea,7,0
ideal,2,0
ideas,3,0
identification,1,0
idiot,2,1
idk,1,0
idu,1,0
ie,1,0
if,228,17
if/when/how,1,0
iff,1,0
ignorant,1,0
ignore,4,1
ignoring,1,0
ihave,1,0
ikea,1,0
il,7,0
ill,31,1
illness,2,0
im,37,2
image,1,0
images,1,0
imagination,1,0
imagine,5,0
imma,7,0
immed,1,0
immediately,2,5
immunisation,1,0
imp,2,0
impatient,2,0
implications,1,0
important,13,7
importantly,1,0
imposed,1,0
impossible,3,0
imposter,1,0
impress,1,0
impressed,1,0
impression,1,0
impressively,1,0
improve,2,0
improved,0,2
in,764,68
in.our,1,0
in2,2,1
inc,0,7
inch,2,0
inches,4,0
incident,3,0
include,1,2
includes,1,0
including,4,0
inclusive,0,4
incomm,1,0
inconsiderate,2,0
inconvenient,1,0
increase,1,0
increments,0,2
inde,1,0
indeed,1,0
independently,1,0
india,4,0
indian,1,0
indicate,0,2
individual,1,0
individual.time,1,0
infections,2,0
infernal,4,0
influx,1,0
info,2,14
inform,2,0
information,4,5
informed,3,2
informed.Rgds,1,0
infra,1,0
infront,2,0
ing,1,0
ingredients,1,0
initiate,1,0
inlude,1,0
inmind,1,0
inner,1,0
innings,3,0
innocent,1,0
innu,1,0
inperialmusic,1,0
inpersonation,1,0
insects,1,0
insha,1,0
inshah,1,0
inside,8,0
inspection,1,0
inst,1,0
install,0,1
installation,1,0
installing,2,0
instantly,2,1
instead,6,0
instructions,1,2
insurance,7,0
intelligent,2,0
intend,1,0
intention,1,0
intentions,1,0
interest,2,0
interested,7,0
interesting,5,0
interfued,1,0
internal,1,0
internet,6,0
internet/service,0,1
interview,4,0
interviews,1,0
intha,1,0
into,29,6
intrepid,1,0
intro,5,0
intrude,1,0
invention,1,0
invest,1,0
investigate,1,0
invitation,1,0
invite,3,0
invited,7,5
inviting,0,6
invnted,3,0
invoices,1,0
involve,1,0
involved,1,0
iouri,3,0
ip,1,0
ip4,0,4
ipad,2,0
ipaditan,1,0
ipads,1,0
iphone,1,0
ipod,0,3
irene.ere,1,0
iron,1,0
ironing,1,0
irritated,1,0
irritating,2,0
irritation,1,0
irulinae,1,0
is,673,149
is'LOVE,1,0
is-,1,0
is/are,1,0
isComing,1,0
iscoming,0,2
ish,5,0
ishtamayoo,1,0
island,2,0
islands,1,0
isn,2,0
isnt,5,0
isnt,1,0
issue,3,0
issues,3,2
it,587,27
it.i,1,0
it.may,1,0
it.or,1,0
italian,2,0
itcould,0,2
items,1,1
iter,1,0
ithink,1,0
itried2tell,1,0
its,133,4
itself,9,0
itwhichturnedinto,2,0
itz,1,0
its,1,0
ivatte,1,0
ive,4,0
iz,3,0
izzit,4,0
id,2,0
im,2,0
j,2,0
jabo,1,0
jack,1,0
jacket,2,0
jackson,1,0
jacuzzi,1,0
jaklin,1,0
jam,1,0
james,1,0
jamster,0,1
jamster.co.uk,0,1
jan,2,0
janarige,1,0
jane,1,0
january,2,0
jap,1,0
jas,2,0
jason,2,0
java,0,5
jay,8,0
jaya,2,0
jaykwon,1,0
jazz,5,0
jb,1,0
je,1,0
jealous,2,0
jeans,2,0
jeetey,1,0
jeevithathile,1,0
jelly,1,0
jenne,1,0
jenny,1,0
jess,2,0
jesus,3,0
jet,1,0
jetton,1,0
jewelry,1,0
ji,1,0
jiayin,2,0
jide,1,0
jiu,5,0
jo,2,0
job,43,0
jobs,2,0
jocks,0,1
jod,1,0
jog,1,0
jogging,2,0
john,4,0
john-sounds,1,0
join,11,9
joined,4,2
joined.Hope,1,0
joined.so,1,0
joining,2,0
joke,6,0
jokes,1,0
jokin,1,0
joking,4,0
joking.,1,0
jolly,1,0
jolt,2,0
jontin,1,0
jot,1,0
journey,3,0
joy,4,0
joys,1,0
jp,1,0
js,1,0
jst,5,0
juan,2,0
judgemental,1,0
juicy,3,0
jules,1,0
juliana,1,0
julianaland,1,0
jump,1,0
jumpers,1,0
june,2,0
jungle,1,0
jurong,1,0
jus,21,0
just,197,48
justbeen,1,0
justify,1,0
justthought,1,0
juz,19,0
k,44,2
k.,4,0
k.are,1,0
k.good,1,0
k.i,1,0
k.its,1,0
k.k,1,0
k.wish,1,0
kaaj,1,0
kadeem,3,0
kaila,1,0
kaitlyn,1,0
kalaachutaarama,1,0
kalainar,1,0
kalisidare,1,0
kallis,5,0
kalstiya,1,0
kama,1,0
kane,1,0
kanji,1,0
kano,5,0
kano.,1,0
kappa,2,0
karaoke,2,0
karnan,1,0
karo,1,0
kaypoh,1,0
kb,7,0
ke,2,0
keen,1,0
keep,56,3
keeping,6,0
keeps,2,0
kegger,2,0
keluviri,1,0
kent,1,0
kept,4,3
kerala,3,0
kettoda,4,0
key,3,1
keypad,1,0
keys,3,0
keyword,0,1
kfc,1,0
kg,2,0
khelate,1,0
ki,1,0
kick,5,2
kickboxing,1,0
kickoff,0,2
kicks,2,0
kid,2,0
kidding,2,0
kids,5,0
kiefer.com,0,1
kill,1,0
killed,2,0
killing,2,0
kills,2,0
kilos,1,0
kind,13,0
kinda,7,1
kindly,1,0
king,3,0
kintu,1,0
kiosk,0,1
kiosk.Valid,0,1
kip,1,0
kisi,1,0
kiss,30,0
kisses,4,0
kissing,1,0
kittum,1,0
kitty,1,0
knackered,2,0
knee,1,0
knees,1,0
knew,13,0
knickers,0,1
knocking,1,0
know,230,25
knowing,3,0
known,1,0
knows,8,0
knw,17,0
ko,1,0
kochi,1,0
kodstini,1,0
kodthini,1,0
kolathupalayam,1,0
konw,2,0
korche,1,0
korean,1,0
korli,1,0
korte,1,0
kotees,1,0
kothi,1,0
ktv,1,0
kuch,1,0
kvb,1,0
kz,2,0
l,1,1
l8,1,0
l8r,3,0
l8tr,1,0
la,7,0
lab,4,0
labor,1,0
lac,1,0
lacking,1,0
lacs,3,0
laden,1,0
ladies,2,2
lady,6,0
lag,2,0
lage,1,0
lager,1,0
laid,1,4
lakhs,1,0
lambda,1,0
lambu,1,0
lamp,1,0
land,0,18
landing,1,0
landline,2,25
landlineonly,0,1
landlines,0,2
landmark,0,1
lane,2,0
langport,1,0
language,2,0
lanka,1,0
lanre,1,0
lap,1,0
lapdancer,0,1
laptop,11,0
lar,38,0
laready,1,0
largest,0,4
lark,1,0
lasagna,1,0
last,55,4
lastest,0,1
lasting,1,0
late,56,1
lately,2,0
latelyxxx,1,0
later,128,0
latest,3,26
latests,0,1
latr,5,0
laugh,8,1
laughing,2,0
laughs,1,0
laundry,2,0
laurie,1,0
lautech,1,0
lavender,1,0
law,5,0
laxinorficated,1,0
layin,1,0
laying,1,0
lays,2,0
lazy,9,0
le,1,0
lead,5,0
leadership,0,1
leading,0,1
leads,1,0
league,1,0
learn,5,2
learned,1,0
least,14,0
least5times,1,0
leave,50,2
leaves,10,0
leaving,18,0
lect,9,0
lecture,4,0
lecturer,1,0
left,28,1
leftovers,1,0
leg,1,0
legal,4,0
legitimat,0,1
legs,3,0
leh,30,0
lei,23,0
lem,6,0
length,1,0
lengths,1,0
lennon,1,0
leo,1,0
leona,4,0
leonardo,1,0
less,10,0
lesser,1,0
lesson,17,0
lessons,8,0
let,56,4
lets,6,1
letter,4,0
letters,4,0
level,1,0
li,1,0
liao,37,0
lib,2,0
library,8,0
lick,3,0
licks,2,0
lido,3,0
lie,4,0
lies,1,0
life,64,2
life.and,1,0
life.you,1,0
lifebook,1,0
lifeis,1,0
lifetime,1,2
lift,6,0
lifted,1,0
lifting,1,0
light,15,0
lighters,1,0
lightly,1,0
lik,5,0
like,221,13
liked,7,0
likely,2,0
likes,3,0
lil,2,0
lim,1,0
limit,1,0
limiting,2,0
limits,1,0
limping,1,0
line,8,33
linear,1,0
lined,1,0
linerental,0,3
lines,1,2
lingerie,0,1
lingo,1,0
link,4,6
links,1,0
linux,1,0
lion,1,0
lionm,0,2
lionp,0,2
lip,2,0
lipo,1,0
lips,1,0
liquor,1,0
list,7,0
listed,1,0
listen,12,1
listened2the,1,0
listener,1,0
listening,4,0
listening2the,1,0
listn,1,0
lists,1,0
lit,1,0
literally,2,0
little,26,3
live,14,19
lived,2,0
liver,1,0
lives,4,0
living,2,1
lk,1,0
ll,9,1
lmao,1,0
lnly,0,1
lo,2,0
load,1,0
loads,10,1
loan,5,1
loans,1,0
lobby,1,0
local,0,5
location,2,0
locations,0,5
lock,2,0
locks,1,0
lodge,1,0
lodging,1,0
log,5,4
logged,1,0
logging,1,0
login,2,1
login=,0,4
logo,0,5
logo/pic,0,2
logoff,1,0
logos,0,1
logos+musicnews,0,1
loko,1,0
lol,12,0
londn,1,0
london,1,0
loneliness,1,0
lonely,3,1
long,37,0
longer,7,0
lonlines,1,0
loo,1,0
look,25,3
looked,5,0
lookin,4,1
looking,19,9
looks,3,0
looovvve,1,0
loose,2,0
loosing,1,0
lor,162,0
lose,20,1
losers,1,0
loses,3,0
losing,4,0
loss,4,0
lost,11,0
lot,37,0
lot.will,1,0
lotr,1,0
lots,13,1
lotsly,1,0
lotsof,1,0
lotta,2,0
lotto,1,0
lotz,1,0
lou,1,0
loud,3,0
lounge,2,1
lousy,3,0
lov,2,0
lovable,5,0
love,141,6
love.rakhesh,1,0
loveJen,1,0
loved,10,0
lovely,10,0
lover,2,2
loverboy,5,0
lovers,2,0
loves,3,0
lovin,1,0
loving,13,0
lovingly,2,0
lovly,1,0
low,2,0
lower,2,0
lowes,1,0
loxahatchee,2,0
loyal,0,2
loyalty,0,3
lst,1,0
lt,316,0
lttrs,2,0
lubly,1,0
luck,6,3
luck.2,1,0
lucky,7,6
lucozade.co.uk/wrc,0,2
luks,1,0
lunch,46,0
lunchtime,1,0
lunsford,1,0
lush,1,0
luv,26,0
luvd,1,0
luvs,2,0
luxury,0,2
lv,2,0
lyf,2,0
lyfu,2,0
lying,1,0
lyk,2,0
lyricalladie,0,1
lyrics,1,0
m,17,1
m100,1,0
m8,1,2
m8s,0,3
ma,3,0
maaaan,1,0
mac,2,0
machan,3,0
machi,1,0
machines,1,0
macho,3,0
mack,1,0
macleran,1,0
macs,1,0
mad,4,0
mad.then,1,0
madam,2,0
made,27,1
madodu,1,0
madoke,1,0
madstini,1,0
madurai,1,0
mag,2,0
maga,3,0
magazine,1,0
maggi,1,0
magic,1,0
magical,3,0
magicalsongs.blogspot.com,1,0
mah,12,0
mahal,1,0
mahfuuz,1,0
mail,25,0
mail.i,1,0
mailed,1,0
mails,2,0
main,2,0
maintaining,1,0
major,3,0
make,79,11
makes,22,0
makiing,1,0
makin,2,0
making,21,0
malaria,7,0
malarky,1,0
male,0,1
mall,2,0
man,31,1
manage,2,0
manageable,1,0
managed,2,0
management,3,0
manda,4,0
mandara,1,0
manege,1,0
mango,1,0
maniac,0,1
manky,1,0
manual,1,0
many,51,3
map,1,0
mapquest,1,0
maps,1,0
maraikara,1,0
marandratha,1,0
march,10,0
margin,0,1
mark,2,0
market,3,0
marketing,0,1
marking,1,0
marrge,1,0
marriage,7,0
married,4,1
marry,6,0
mary,1,0
mas,3,0
masked,0,1
massage,1,0
massages,1,0
massive,2,0
masteriastering,1,0
masters,4,0
match,4,5
matches,0,8
mate,11,0
mates,2,13
math,2,0
mathematics,2,0
maths,1,0
matra,1,0
matric,1,0
matter,6,0
matters,1,0
matured,4,0
maturity,2,0
max,1,0
max6/month,0,1
maximize,0,7
maximum,0,1
max£7,0,3
may,26,5
mayb,11,0
maybe,16,2
mb,2,0
mc,1,0
mca,2,0
mcat,2,0
mcr,1,0
me,723,29
me.,1,0
me.I,1,0
me.Remove,1,0
me.i,3,0
me.need,1,0
me.she,1,0
meal,3,1
meals,1,0
mean,20,0
meaning,7,0
meaningful,1,0
meaningless,1,0
means,24,0
meant,14,0
measure,3,0
meatballs,1,0
med,1,3
medical,8,0
medicine,3,0
meds,5,0
mee,1,0
meet,69,6
meetin,3,0
meeting,40,0
meetins,0,1
meets,2,0
mega,1,0
meh,9,0
mei,2,0
meive,1,0
mel,2,0
melody,1,0
melt,2,0
member,2,5
members,0,1
membership,1,2
membership.take,1,0
memorable,1,0
memories,1,0
memory,1,0
men,5,2
mens,0,1
mental,2,0
mention,1,0
mentioned.tomorrow,1,0
mentionned,1,0
mentor,1,0
menu,6,1
meow,2,0
merely,1,0
merry,1,0
mesages,2,0
mess,2,0
message,56,26
message.it,1,0
message.pandy,1,0
messaged,2,0
messages,12,9
messages-Text,0,1
messenger,3,0
messy,2,0
met,7,1
method,1,0
mgs,0,1
mi,1,0
mia,1,0
mid,5,2
middle,3,0
midnight,4,0
mids,2,0
might,31,0
miiiiiiissssssssss,1,0
miles,2,0
milk,3,0
millers,1,0
million,1,0
milta,1,0
min,24,14
minAPN,0,1
mina,1,0
mind,36,2
minded,0,1
mindset.believe,1,0
mine,14,0
minecraft,1,0
mini,1,1
minimum,1,0
minor,2,0
mins,12,25
mins/texts,0,1
mint,1,0
minus,1,0
minute,12,7
minutes,24,5
minuts,5,0
miracle,8,0
mirror,1,0
mis,2,0
misbehaved,2,0
miserable,1,0
misfits,1,0
mising,1,0
miss,58,7
miss.take,1,0
misscall,1,0
missed,21,1
missin,2,0
missing,19,1
missionary,1,0
missions,1,0
misss,1,0
missunderstding,1,0
mist,1,0
mistake,6,1
mistakes,2,0
misundrstud,1,0
mite,3,0
mitsake,2,0
miwa,1,0
mj,1,0
mjzgroup,0,1
ml,1,0
mns,1,0
mnth,1,0
mo,6,0
moan,5,0
mob,0,18
mobile,13,95
mobiles,0,9
mobilesvary,0,2
mobs,0,1
mobsi.com,0,1
moby,0,2
mode,8,0
model,7,0
modl,1,0
module,2,0
modules,2,0
mofo,1,0
moji,1,0
mokka,2,0
molested,1,0
mom,15,0
